date,state,positive_raw,positive,total
2020-05-23,Дніпропетровська,7,7,64
2020-05-24,Дніпропетровська,14,14,256
2020-05-25,Дніпропетровська,14,14,296
2020-05-26,Дніпропетровська,8,8,112
2020-05-27,Дніпропетровська,14,14,120
2020-05-28,Дніпропетровська,8,8,72
2020-05-29,Дніпропетровська,3,3,32
2020-05-30,Дніпропетровська,9,9,72
2020-05-31,Дніпропетровська,0,0,72
2020-06-01,Дніпропетровська,2,2,213
2020-06-02,Дніпропетровська,8,8,501
2020-06-03,Дніпропетровська,5,5,370
2020-06-04,Дніпропетровська,3,3,1486
2020-06-05,Дніпропетровська,5,5,1101
2020-06-06,Дніпропетровська,5,5,456
2020-06-07,Дніпропетровська,0,0,122
2020-06-08,Дніпропетровська,0,0,42
2020-06-09,Дніпропетровська,2,2,673
2020-06-10,Дніпропетровська,9,9,942
2020-06-11,Дніпропетровська,2,2,665
2020-06-12,Дніпропетровська,13,13,754
2020-06-13,Дніпропетровська,2,2,663
2020-06-14,Дніпропетровська,0,0,272
2020-06-15,Дніпропетровська,6,6,754
2020-06-16,Дніпропетровська,8,8,545
2020-06-17,Дніпропетровська,9,9,337
2020-06-18,Дніпропетровська,0,0,369
2020-06-19,Дніпропетровська,15,15,1148
2020-06-20,Дніпропетровська,6,6,782
2020-06-21,Дніпропетровська,0,0,279
2020-06-22,Дніпропетровська,8,8,991
2020-06-23,Дніпропетровська,10,10,1413
2020-06-24,Дніпропетровська,9,9,1241
2020-06-25,Дніпропетровська,11,11,1031
2020-06-26,Дніпропетровська,7,7,935
2020-06-27,Дніпропетровська,1,1,1072
2020-06-28,Дніпропетровська,0,0,400
2020-06-29,Дніпропетровська,1,1,700
2020-06-30,Дніпропетровська,4,4,1305
2020-07-01,Дніпропетровська,1,1,1294
2020-07-02,Дніпропетровська,11,11,1627
2020-07-03,Дніпропетровська,7,7,6065
2020-07-04,Дніпропетровська,2,2,644
2020-07-05,Дніпропетровська,0,0,1198
2020-07-06,Дніпропетровська,3,3,2086
2020-07-07,Дніпропетровська,5,5,1468
2020-07-08,Дніпропетровська,13,13,2366
2020-07-09,Дніпропетровська,6,6,1947
2020-07-10,Дніпропетровська,2,2,2666
2020-07-11,Дніпропетровська,4,4,1271
2020-07-12,Дніпропетровська,0,0,576
2020-07-13,Дніпропетровська,9,9,2503
2020-07-14,Дніпропетровська,2,2,2049
2020-07-15,Дніпропетровська,10,10,1909
2020-07-16,Дніпропетровська,9,9,2282
2020-07-18,Дніпропетровська,10,10,2932
2020-07-19,Дніпропетровська,0,0,928
2020-07-20,Дніпропетровська,33,33,2715
2020-07-21,Дніпропетровська,29,29,2133
2020-07-22,Дніпропетровська,23,23,2181
2020-07-24,Дніпропетровська,13,13,3257
2020-07-25,Дніпропетровська,10,10,1566
2020-07-26,Дніпропетровська,1,1,1089
2020-07-28,Дніпропетровська,26,26,3191
2020-07-29,Дніпропетровська,27,27,3314
2020-07-30,Дніпропетровська,17,17,3298
2020-07-31,Дніпропетровська,13,13,2879
2020-08-01,Дніпропетровська,9,9,1694
2020-08-02,Дніпропетровська,1,1,896
2020-08-03,Дніпропетровська,39,39,2168
2020-08-05,Дніпропетровська,12,12,2820
2020-08-06,Дніпропетровська,14,14,3505
2020-08-07,Дніпропетровська,16,16,4162
2020-08-08,Дніпропетровська,21,21,1479
2020-08-09,Дніпропетровська,3,3,776
2020-08-10,Дніпропетровська,23,23,2106
2020-08-11,Дніпропетровська,15,15,2860
2020-08-12,Дніпропетровська,30,30,3103
2020-08-16,Дніпропетровська,28,28,861
2020-08-17,Дніпропетровська,43,43,2844
2020-08-18,Дніпропетровська,43,43,3112
2020-08-20,Дніпропетровська,41,41,3466
2020-08-21,Дніпропетровська,42,42,4507
2020-08-22,Дніпропетровська,30,30,1614
2020-08-23,Дніпропетровська,45,45,786
2020-08-24,Дніпропетровська,0,0,683
2020-08-25,Дніпропетровська,32,32,2117
2020-08-26,Дніпропетровська,91,91,3586
2020-08-27,Дніпропетровська,120,120,3546
2020-08-28,Дніпропетровська,59,59,4968
2020-08-29,Дніпропетровська,20,20,2274
2020-08-30,Дніпропетровська,62,62,957
2020-08-31,Дніпропетровська,60,60,2813
2020-09-01,Дніпропетровська,47,47,2575
2020-09-02,Дніпропетровська,64,64,3351
2020-09-03,Дніпропетровська,54,54,4116
2020-09-04,Дніпропетровська,126,126,3737
2020-09-05,Дніпропетровська,81,81,1745
2020-09-06,Дніпропетровська,51,51,1030
2020-09-07,Дніпропетровська,102,102,3122
2020-09-08,Дніпропетровська,96,96,3268
2020-09-09,Дніпропетровська,114,114,3086
2020-09-10,Дніпропетровська,66,66,3788
2020-09-11,Дніпропетровська,111,111,3485
2020-09-12,Дніпропетровська,115,115,2317
2020-09-13,Дніпропетровська,82,82,655
2020-09-14,Дніпропетровська,75,75,2552
2020-09-15,Дніпропетровська,28,28,2641
2020-09-16,Дніпропетровська,175,175,2590
2020-09-17,Дніпропетровська,110,110,4906
2020-09-18,Дніпропетровська,231,231,3356
2020-09-19,Дніпропетровська,130,130,2801
2020-09-20,Дніпропетровська,234,234,961
2020-09-21,Дніпропетровська,130,130,3254
2020-09-22,Дніпропетровська,338,338,4389
2020-09-23,Дніпропетровська,181,181,5699
2020-09-24,Дніпропетровська,209,209,5152
2020-09-25,Дніпропетровська,205,205,5398
2020-09-26,Дніпропетровська,226,226,1428
2020-09-27,Дніпропетровська,190,190,2497
2020-09-28,Дніпропетровська,254,254,4162
2020-09-29,Дніпропетровська,362,362,4588
2020-09-30,Дніпропетровська,566,566,3929
2020-10-01,Дніпропетровська,299,299,4666
2020-10-02,Дніпропетровська,332,332,5272
2020-10-03,Дніпропетровська,169,169,2937
2020-10-04,Дніпропетровська,165,165,1177
2020-10-05,Дніпропетровська,514,514,3065
2020-10-06,Дніпропетровська,631,631,4801
2020-10-07,Дніпропетровська,358,358,2616
2020-10-08,Дніпропетровська,657,657,3828
2020-10-09,Дніпропетровська,672,672,4734
2020-10-10,Дніпропетровська,290,290,1984
2020-10-11,Дніпропетровська,153,153,909
2020-10-12,Дніпропетровська,558,558,2922
2020-10-13,Дніпропетровська,501,501,2862
2020-10-14,Дніпропетровська,459,459,3551
2020-10-15,Дніпропетровська,563,563,4225
2020-10-16,Дніпропетровська,366,366,3566
2020-10-17,Дніпропетровська,520,520,2443
2020-10-18,Дніпропетровська,194,194,1834
2020-10-19,Дніпропетровська,250,250,2546
2020-10-20,Дніпропетровська,459,470,2897
2020-10-21,Дніпропетровська,324,348,5767
2020-10-22,Дніпропетровська,117,131,5096
2020-10-24,Дніпропетровська,212,373,3435
2020-10-25,Дніпропетровська,155,335,1505
2020-10-26,Дніпропетровська,98,305,3810
2020-10-27,Дніпропетровська,39,428,5584
2020-10-28,Дніпропетровська,26,435,5206
2020-10-29,Дніпропетровська,43,443,5793
2020-10-30,Дніпропетровська,35,451,4532
2020-10-31,Дніпропетровська,18,458,2382
2020-11-01,Дніпропетровська,1,466,778
2020-11-02,Дніпропетровська,10,474,3731
2020-11-03,Дніпропетровська,14,481,4177
2020-03-06,Донецька,0,0,12
2020-03-10,Донецька,0,0,6
2020-03-15,Донецька,0,0,15
2020-03-17,Донецька,0,0,33
2020-03-18,Донецька,1,1,3
2020-03-19,Донецька,0,0,15
2020-03-20,Донецька,0,0,36
2020-03-22,Донецька,0,0,12
2020-03-23,Донецька,0,0,6
2020-03-24,Донецька,0,0,54
2020-03-25,Донецька,0,0,24
2020-03-26,Донецька,1,1,9
2020-03-27,Донецька,0,0,54
2020-03-29,Донецька,4,4,57
2020-03-30,Донецька,1,1,27
2020-03-31,Донецька,0,0,9
2020-04-01,Донецька,0,0,24
2020-04-02,Донецька,1,1,33
2020-04-03,Донецька,1,1,15
2020-04-06,Донецька,0,0,21
2020-04-07,Донецька,2,2,15
2020-04-08,Донецька,0,0,12
2020-04-09,Донецька,0,0,81
2020-04-10,Донецька,0,0,24
2020-04-11,Донецька,0,0,90
2020-04-13,Донецька,1,1,36
2020-04-14,Донецька,0,0,24
2020-04-15,Донецька,1,1,30
2020-04-16,Донецька,0,0,9
2020-04-17,Донецька,2,2,30
2020-04-18,Донецька,1,1,15
2020-04-20,Донецька,0,0,6
2020-04-21,Донецька,3,3,12
2020-04-22,Донецька,5,5,30
2020-04-23,Донецька,11,11,33
2020-04-24,Донецька,2,2,21
2020-04-25,Донецька,23,23,114
2020-04-26,Донецька,0,0,3
2020-04-27,Донецька,0,0,3
2020-04-28,Донецька,7,7,33
2020-04-29,Донецька,17,17,87
2020-04-30,Донецька,3,3,50
2020-05-02,Донецька,0,0,20
2020-05-03,Донецька,1,1,5
2020-05-04,Донецька,6,6,155
2020-05-05,Донецька,2,2,55
2020-05-06,Донецька,9,9,110
2020-05-07,Донецька,6,6,50
2020-05-08,Донецька,1,1,15
2020-05-09,Донецька,0,0,5
2020-05-10,Донецька,1,1,10
2020-05-11,Донецька,1,1,35
2020-05-12,Донецька,3,3,40
2020-05-13,Донецька,1,1,10
2020-05-14,Донецька,3,3,20
2020-05-15,Донецька,2,2,10
2020-05-16,Донецька,3,3,32
2020-05-18,Донецька,3,3,16
2020-05-19,Донецька,1,1,24
2020-05-20,Донецька,3,3,64
2020-05-21,Донецька,3,3,40
2020-05-22,Донецька,1,1,8
2020-05-23,Донецька,2,2,24
2020-05-24,Донецька,5,5,40
2020-05-25,Донецька,8,8,64
2020-05-27,Донецька,1,1,40
2020-05-28,Донецька,0,0,16
2020-05-29,Донецька,1,1,8
2020-05-30,Донецька,2,2,16
2020-05-31,Донецька,0,0,16
2020-06-01,Донецька,1,1,213
2020-06-02,Донецька,5,5,244
2020-06-03,Донецька,10,10,218
2020-06-04,Донецька,22,22,401
2020-06-05,Донецька,9,9,260
2020-06-06,Донецька,27,27,479
2020-06-07,Донецька,0,0,22
2020-06-08,Донецька,6,6,94
2020-06-09,Донецька,11,11,302
2020-06-10,Донецька,23,23,315
2020-06-11,Донецька,10,10,581
2020-06-12,Донецька,11,11,676
2020-06-13,Донецька,2,2,266
2020-06-14,Донецька,19,19,194
2020-06-15,Донецька,5,5,269
2020-06-16,Донецька,1,1,395
2020-06-17,Донецька,10,10,641
2020-06-18,Донецька,1,1,619
2020-06-19,Донецька,5,5,613
2020-06-20,Донецька,9,9,163
2020-06-21,Донецька,12,12,84
2020-06-22,Донецька,16,16,319
2020-06-23,Донецька,32,32,669
2020-06-24,Донецька,13,13,665
2020-06-25,Донецька,9,9,545
2020-06-26,Донецька,6,6,668
2020-06-27,Донецька,55,55,60
2020-06-28,Донецька,10,10,173
2020-06-29,Донецька,4,4,182
2020-06-30,Донецька,6,6,534
2020-07-01,Донецька,88,88,514
2020-07-02,Донецька,41,41,366
2020-07-03,Донецька,1,1,325
2020-07-04,Донецька,10,10,533
2020-07-05,Донецька,0,0,24
2020-07-06,Донецька,4,4,473
2020-07-07,Донецька,30,30,553
2020-07-08,Донецька,44,44,567
2020-07-09,Донецька,7,7,469
2020-07-10,Донецька,7,7,479
2020-07-11,Донецька,1,1,190
2020-07-12,Донецька,0,0,180
2020-07-13,Донецька,10,10,399
2020-07-14,Донецька,2,2,497
2020-07-15,Донецька,6,6,946
2020-07-16,Донецька,9,9,476
2020-07-18,Донецька,1,1,424
2020-07-19,Донецька,3,3,129
2020-07-20,Донецька,7,7,529
2020-07-21,Донецька,19,19,890
2020-07-22,Донецька,21,21,995
2020-07-24,Донецька,5,5,928
2020-07-25,Донецька,2,2,319
2020-07-26,Донецька,0,0,63
2020-07-28,Донецька,12,12,911
2020-07-29,Донецька,5,5,771
2020-07-30,Донецька,14,14,840
2020-07-31,Донецька,12,12,731
2020-08-01,Донецька,9,9,326
2020-08-02,Донецька,0,0,176
2020-08-03,Донецька,7,7,916
2020-08-05,Донецька,33,33,886
2020-08-06,Донецька,6,6,727
2020-08-07,Донецька,14,14,1124
2020-08-08,Донецька,9,9,196
2020-08-09,Донецька,1,1,119
2020-08-10,Донецька,8,8,808
2020-08-11,Донецька,25,25,865
2020-08-12,Донецька,18,18,708
2020-08-16,Донецька,5,5,174
2020-08-17,Донецька,7,7,450
2020-08-18,Донецька,22,22,704
2020-08-20,Донецька,26,26,762
2020-08-21,Донецька,32,32,857
2020-08-22,Донецька,19,19,407
2020-08-23,Донецька,3,3,274
2020-08-24,Донецька,1,1,12
2020-08-25,Донецька,18,18,673
2020-08-26,Донецька,22,22,739
2020-08-27,Донецька,40,40,958
2020-08-28,Донецька,55,55,956
2020-08-29,Донецька,41,41,723
2020-08-30,Донецька,2,2,21
2020-08-31,Донецька,31,31,1270
2020-09-01,Донецька,58,58,831
2020-09-02,Донецька,40,40,1127
2020-09-03,Донецька,34,34,1692
2020-09-04,Донецька,17,17,970
2020-09-05,Донецька,35,35,609
2020-09-06,Донецька,3,3,296
2020-09-07,Донецька,61,61,946
2020-09-08,Донецька,70,70,1507
2020-09-09,Донецька,91,91,2027
2020-09-10,Донецька,91,91,2260
2020-09-11,Донецька,85,85,1742
2020-09-12,Донецька,69,69,744
2020-09-13,Донецька,6,6,18
2020-09-14,Донецька,52,52,1493
2020-09-15,Донецька,46,46,1660
2020-09-16,Донецька,73,73,1974
2020-09-17,Донецька,39,39,2086
2020-09-18,Донецька,66,66,2205
2020-09-19,Донецька,52,52,1138
2020-09-20,Донецька,50,50,396
2020-09-21,Донецька,34,34,1582
2020-09-22,Донецька,144,144,1587
